Flight_ID,Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Class,Days_Left,Price,Distance_km
2182,SpiceJet,delhi,HYDERABAD,24-Aug-2025,8:45,1h 33m,non-stop,BUSINESS,8.0,24916.33,1260
2183,Vistara,Chenai,Hyderabad,2025-12-03,21:15,0h 58m,Non Stop,Eco,27.0,4433.07,515
2184,Vistara,Chennai,Delhi,10/11/2025,20:45,3h 2m,1 stop,Eco,36.0,13781.02,1760
2185,IndiGo,Banglore,cochin,12/10/2025,22:15,3h 34m,Non Stop,Business,34.0,7427.76,360
2186,Vistara,Chenai,HYDERABAD,08/04/2025,4:15,0h 41m,Non Stop,Economy,,4246.66,515
2187,Air India,Banglore,Mumbai,09-Oct-2025,4:15,,1 stop,Business,46.0,18570.91,840
2188,AirAsia,Delhi,cochin,2025-02-11,9:30,2h 42m,2 stops,Business,23.0,44293.43,2100
2189,AirAsia,Delhi,HYDERABAD,2025-03-17,17:15,0h 43m,1 Stop,Eco,41.0,8462.01,1260
2190,Vistara,Mumbai,Cochin,08/29/2025,20:00,0h 59m,Non Stop,Economy,2.0,7278.43,860
2191,Air India,Hyderabad,cochin,05-Jan-2025,6:15,8h 30m,2 stops,Biz,54.0,16420.69,700
2192,Vistara,Banglore,Chennai,07/18/2025,14:00,1h 13m,non-stop,economy,42.0,2468.34,290
2193,Spice Jet,Kolkata,Bangalore,2025-11-01,19:30,2h 46m,1 stop,Economy,5.0,11680.88,1560
2194,Air India,Chennai,Bangalore,03-Aug-2025,3:15,5h 18m,1 stop,Eco,59.0,2729.16,290
2195,Air India,Kolkata,cochin,31/08/2025,23:15,2h 49m,1 Stop,Economy,24.0,14782.03,1900
2196,Go Air,Delhi,Cochin,08/06/2025,7:45,1h 3m,2 stops,Eco,11.0,16096.47,2100
2197,Vistara,MUMBAI,Kolkata,09/09/2025,7:00,,1 stop,BUSINESS,27.0,42378.7,1650
2198,indigo,Chennai,Mumbai,2025-05-19,14:30,7h 52m,1 stop,Biz,33.0,19941.92,1030
2199,SpiceJet,delhi,cochin,2025-11-13,8:30,2h 16m,2 stops,Biz,50.0,40818.18,2100
2200,SpiceJet,Banglore,Delhi,11/25/2025,18:00,0h 42m,,Economy,7.0,11838.46,1740
2201,AirAsia,Mumbai,Hyderabad,11/12/2025,17:15,5h 18m,2 stops,BUSINESS,60.0,11480.19,620
2202,Vistara,Chenai,cochin,10/03/2025,20:00,2h 15m,1 stop,Economy,26.0,4450.29,500
2203,AirAsia,Banglore,Chennai,2025-11-14,9:30,2h 49m,1 stop,Biz,10.0,6420.76,290
2204,SpiceJet,Hyderabad,cochin,02/02/2025,14:30,3h 20m,Non Stop,Business,16.0,14028.52,700
2205,GoAir,delhi,Mumbai,2025-01-04,11:15,2h 58m,2+ stops,Business,19.0,22198.97,1150
2206,AirAsia,Chenai,Delhi,2025-05-17,12:00,1h 33m,,Economy,19.0,10896.56,1760
2207,Air India,Banglore,Hyderabad,04/10/2025,10:00,3h 12m,2 stops,BUSINESS,24.0,12962.18,500
2208,Air India,Hyderabad,Cochin,2025-09-19,20:30,1h 0m,2+ stops,,27.0,14486.89,700
2209,IndiGo,Banglore,Cochin,10/10/2025,3:45,1h 29m,1 Stop,Eco,,3071.63,360
2210,Go Air,MUMBAI,cochin,05/01/2025,12:00,1h 21m,1 Stop,Biz,35.0,,860
2211,,delhi,Chennai,12/09/2025,23:15,5h 15m,,Business,30.0,39739.68,1760
2212,IndiGo,delhi,Hyderabad,11/17/2025,17:30,2h 40m,2+ stops,Business,31.0,28155.34,1260
2213,Air India,Chennai,Hyderabad,14-May-2025,0:15,2h 34m,Non Stop,Economy,45.0,3498.14,515
2214,AIR INDIA,Bangalore,HYDERABAD,11-Aug-2025,2:00,2h 22m,non-stop,economy,39.0,4032.12,500
2215,Spice Jet,Chenai,HYDERABAD,2025-02-11,0:15,2h 6m,,Eco,11.0,4285.5,515
2216,Go Air,Chenai,Chennai,08/27/2025,14:15,3h 32m,1 Stop,Biz,31.0,21296.67,1030
2217,indigo,Bangalore,Kolkata,23-Aug-2025,2:00,1h 29m,Non Stop,Eco,40.0,9917.92,1560
2218,GoAir,Chennai,Kolkata,01/13/2025,18:00,3h 18m,2+ stops,Eco,16.0,,1360
2219,SpiceJet,Banglore,Kolkata,11/07/2025,11:45,2h 45m,,Biz,23.0,30484.91,1560
2220,Go Air,Mumbai,Kolkata,06/13/2025,11:45,1h 33m,2+ stops,economy,32.0,11163.61,1650
2221,Air India,Chennai,HYDERABAD,2025-11-19,1:45,3h 25m,2 stops,Eco,18.0,4944.97,515
2222,IndiGo,Banglore,Cochin,07/04/2025,9:15,2h 53m,2 stops,Biz,21.0,7817.41,360
2223,AirAsia,delhi,Cochin,07/24/2025,15:30,0h 50m,2+ stops,economy,37.0,13350.92,2100
2224,IndiGo,MUMBAI,Delhi,30/09/2025,3:45,4h 15m,1 Stop,economy,17.0,8213.95,1150
2225,Spice Jet,Chenai,Chennai,01/20/2025,11:45,2h 37m,1 stop,Economy,56.0,6117.14,1030
2226,AirAsia,MUMBAI,Chennai,2025-06-10,16:15,1h 57m,2+ stops,BUSINESS,2.0,22882.19,1030
2227,GoAir,Chenai,Cochin,06/07/2025,18:45,2h 28m,2+ stops,Economy,29.0,4232.39,500
2228,Spice Jet,Mumbai,Delhi,27/03/2025,20:00,5h 52m,1 stop,Biz,43.0,22151.0,1150
2229,Vistara,Chenai,Chennai,2025-12-04,20:30,2h 46m,Non Stop,Business,45.0,20214.1,1030
2230,AirAsia,Banglore,Hyderabad,2025-06-18,19:15,1h 22m,,Biz,31.0,10081.09,500
2231,IndiGo,Banglore,Bangalore,11/07/2025,10:15,0h 39m,non-stop,Economy,44.0,7497.28,1030
2232,indigo,Delhi,Hyderabad,2025-08-18,18:15,1h 1m,2 stops,economy,17.0,9293.52,1260
2233,IndiGo,Mumbai,Delhi,2025-10-16,8:30,2h 46m,Non Stop,Business,48.0,21336.94,1150
2234,Air India,Mumbai,HYDERABAD,26-May-2025,11:30,9h 15m,1 stop,Business,39.0,14943.13,620
2235,Air India,Delhi,Cochin,04/15/2025,8:15,1h 33m,non-stop,Business,52.0,46324.99,2100
2236,Go Air,Banglore,Kolkata,11/12/2025,22:15,1h 35m,1 stop,BUSINESS,32.0,29062.24,1560
2237,indigo,Mumbai,HYDERABAD,05/11/2025,4:30,3h 42m,non-stop,Biz,21.0,12027.14,620
2238,AirAsia,Bangalore,HYDERABAD,2025-04-07,8:00,0h 54m,,Business,55.0,9284.89,500
2239,Go Air,Mumbai,Cochin,2025-04-22,13:15,7h 9m,1 Stop,Business,25.0,18381.86,860
2240,GoAir,Hyderabad,Mumbai,10/30/2025,9:30,1h 42m,2 stops,economy,30.0,4538.52,620
2241,SpiceJet,Mumbai,Cochin,19-Mar-2025,10:00,4h 42m,Non Stop,Business,25.0,16379.12,860
2242,GoAir,Hyderabad,cochin,12-Dec-2025,1:15,2h 11m,non-stop,Eco,43.0,4848.18,700
2243,indigo,Mumbai,Delhi,11/30/2025,14:45,1h 3m,,BUSINESS,17.0,25575.36,1150
2244,indigo,Mumbai,Delhi,09-Jul-2025,1:15,1h 15m,non-stop,economy,24.0,7660.91,1150
2245,AIR INDIA,Kolkata,Delhi,2025-07-12,7:15,3h 18m,2+ stops,Business,42.0,30893.88,1300
2246,GoAir,Hyderabad,Cochin,24/09/2025,13:45,1h 16m,non-stop,BUSINESS,15.0,12577.35,700
2247,GoAir,Chenai,Mumbai,09/21/2025,6:15,1h 22m,Non Stop,Economy,45.0,6666.02,1030
2248,Spice Jet,Delhi,Kolkata,05/18/2025,0:00,3h 28m,Non Stop,Economy,37.0,8372.94,1300
2249,SpiceJet,Mumbai,cochin,30-May-2025,20:45,3h 47m,2+ stops,,36.0,6406.39,860
2250,GoAir,Chenai,Hyderabad,23-Nov-2025,3:15,2h 41m,Non Stop,Eco,2.0,3881.05,515
2251,Go Air,Chenai,Delhi,2025-08-17,21:15,2h 13m,2 stops,Business,40.0,34597.33,1760
2252,Air India,Banglore,Kolkata,07-Jun-2025,18:00,1h 11m,2 stops,Eco,11.0,13717.35,1560
2253,Go Air,Hyderabad,Delhi,12/04/2025,3:45,0h 38m,1 stop,Economy,18.0,8908.56,1260
2254,AIR INDIA,Delhi,Hyderabad,28-Mar-2025,8:15,4h 50m,1 Stop,Eco,18.0,10218.97,1260
2255,AIR INDIA,Kolkata,Mumbai,11/21/2025,15:15,2h 26m,Non Stop,economy,50.0,12032.43,1650
2256,IndiGo,Hyderabad,Cochin,12/03/2025,23:30,4h 35m,non-stop,Eco,14.0,5597.02,700
2257,AIR INDIA,Delhi,Chennai,2025-05-25,6:15,1h 45m,,economy,10.0,13774.88,1760
2258,GoAir,Banglore,Chennai,11/12/2025,23:15,1h 36m,2+ stops,Business,52.0,6014.36,290
2259,Spice Jet,delhi,HYDERABAD,12/10/2025,15:45,3h 6m,,Economy,40.0,8432.34,1260
2260,,MUMBAI,Mumbai,08/27/2025,14:00,2h 23m,2 stops,Eco,37.0,7922.1,1030
2261,Vistara,Bangalore,Kolkata,07-Jun-2025,15:30,6h 0m,,economy,15.0,12955.64,1560
2262,Go Air,Hyderabad,Bangalore,17-Feb-2025,0:00,2h 46m,2+ stops,Business,9.0,11207.12,500
2263,Spice Jet,Hyderabad,cochin,2025-06-15,11:45,0h 52m,2 stops,BUSINESS,14.0,16994.75,700
2264,IndiGo,Banglore,Mumbai,2025-01-09,13:15,2h 32m,Non Stop,Business,36.0,17652.33,840
2265,Spice Jet,Delhi,HYDERABAD,11/01/2025,9:45,2h 36m,2+ stops,economy,36.0,8824.03,1260
2266,AIR INDIA,Banglore,Delhi,13-Jan-2025,23:00,1h 37m,,Eco,36.0,13496.97,1740
2267,IndiGo,Mumbai,Chennai,14/05/2025,7:15,1h 49m,Non Stop,Business,46.0,19895.97,1030
2268,AirAsia,Chenai,HYDERABAD,2025-08-17,8:15,1h 20m,2+ stops,Economy,16.0,4059.77,515
2269,indigo,Kolkata,Hyderabad,2025-05-26,1:30,1h 8m,2+ stops,Eco,47.0,8867.93,1190
2270,AIR INDIA,MUMBAI,HYDERABAD,2025-12-19,22:45,1h 2m,2+ stops,Biz,59.0,15093.01,620
2271,AIR INDIA,MUMBAI,cochin,2025-09-06,1:30,2h 34m,1 stop,Eco,38.0,6851.63,860
2272,Go Air,delhi,HYDERABAD,2025-03-24,23:30,1h 13m,2 stops,economy,51.0,8222.74,1260
2273,GoAir,Kolkata,Delhi,11/08/2025,20:00,1h 0m,Non Stop,Biz,11.0,26908.09,1300
2274,Spice Jet,Banglore,Bangalore,01/03/2025,17:15,6h 27m,1 Stop,Eco,17.0,,1030
2275,GoAir,delhi,Chennai,07/07/2025,13:30,3h 34m,1 stop,Biz,23.0,35053.85,1760
2276,Spice Jet,Mumbai,Delhi,05/13/2025,16:00,3h 31m,1 stop,Eco,57.0,7642.97,1150
2277,GoAir,Chennai,cochin,2025-01-15,4:45,3h 13m,non-stop,economy,60.0,3334.17,500
2278,AirAsia,Chenai,Hyderabad,2025-05-19,4:45,2h 11m,non-stop,economy,9.0,3678.53,515
2279,indigo,MUMBAI,Chennai,2025-05-18,19:15,,2+ stops,Biz,15.0,23551.03,1030
2280,AirAsia,delhi,Chennai,16/05/2025,7:00,1h 12m,Non Stop,Biz,39.0,29306.57,1760
2281,Go Air,Bangalore,Mumbai,17-Jun-2025,11:00,4h 53m,,Economy,36.0,5606.47,840
2282,,Bangalore,Cochin,12/22/2025,15:00,1h 37m,non-stop,Eco,44.0,2458.63,360
2283,AirAsia,Kolkata,cochin,03/04/2025,22:30,3h 36m,,Economy,27.0,11727.16,1900
2284,Spice Jet,Hyderabad,Bangalore,07/18/2025,12:45,2h 21m,1 stop,Business,7.0,10727.03,500
2285,Air India,MUMBAI,Delhi,06/11/2025,12:15,3h 2m,,economy,13.0,9490.21,1150
2286,AirAsia,Bangalore,cochin,12-Apr-2025,20:45,3h 31m,Non Stop,BUSINESS,28.0,6868.22,360
2287,Spice Jet,Kolkata,Bangalore,06-Feb-2025,13:30,1h 45m,2 stops,Eco,60.0,8692.43,1560
2288,Spice Jet,Banglore,Bangalore,22/12/2025,8:00,2h 2m,2+ stops,Economy,5.0,8996.12,1030
2289,GoAir,Kolkata,Chennai,02/18/2025,4:15,1h 55m,2 stops,Eco,25.0,10211.25,1360
2290,indigo,Hyderabad,Chennai,2025-08-23,15:30,1h 58m,1 Stop,Biz,52.0,10647.5,515
2291,Vistara,Chenai,Cochin,01/06/2025,14:15,3h 37m,1 Stop,Business,44.0,12970.2,500
2292,AirAsia,delhi,Bangalore,07/16/2025,23:30,2h 16m,non-stop,Eco,7.0,10700.85,1740
2293,GoAir,Delhi,Bangalore,21-Apr-2025,20:45,1h 55m,2 stops,BUSINESS,11.0,41037.12,1740
2294,SpiceJet,Bangalore,HYDERABAD,06/26/2025,0:30,1h 44m,2 stops,economy,11.0,3761.43,500
2295,Spice Jet,Chennai,Bangalore,11/06/2025,11:45,3h 51m,1 Stop,Biz,57.0,5932.57,290
2296,IndiGo,Chennai,cochin,07-Oct-2025,15:00,3h 10m,2+ stops,Business,41.0,10487.83,500
2297,Spice Jet,Mumbai,Delhi,18-May-2025,2:30,2h 1m,Non Stop,Eco,12.0,7960.93,1150
2298,Vistara,delhi,Cochin,04-Sep-2025,9:15,2h 5m,1 stop,Eco,1.0,18231.12,2100
2299,Vistara,Chenai,Delhi,13-Jun-2025,13:30,0h 52m,Non Stop,economy,9.0,13858.43,1760
2300,Go Air,Bangalore,cochin,22-Sep-2025,14:30,1h 49m,2 stops,BUSINESS,13.0,8271.72,360
2301,Spice Jet,MUMBAI,Cochin,27-Jul-2025,14:00,1h 57m,1 stop,economy,44.0,5852.04,860
2302,,Hyderabad,Chennai,2025-02-02,8:30,1h 22m,2 stops,Eco,17.0,4067.47,515
2303,Air India,Banglore,Bangalore,2025-03-17,18:30,6h 52m,1 stop,Business,1.0,24651.45,1030
2304,Air India,Bangalore,cochin,08/25/2025,0:45,0h 57m,Non Stop,,57.0,2844.79,360
2305,Vistara,Chennai,Mumbai,03/15/2025,9:00,1h 14m,non-stop,,8.0,23431.98,1030
2306,GoAir,Banglore,Bangalore,11/28/2025,18:00,3h 58m,2 stops,Business,9.0,23524.79,1030
2307,AIR INDIA,Kolkata,Bangalore,02/06/2025,14:15,1h 26m,2 stops,Biz,58.0,36125.75,1560
2308,AIR INDIA,Mumbai,cochin,16/06/2025,14:15,5h 18m,2+ stops,Economy,26.0,6947.76,860
2309,Spice Jet,Mumbai,Cochin,2025-01-08,23:30,2h 11m,2 stops,Business,57.0,17775.18,860
2310,Go Air,Chennai,Delhi,20-Aug-2025,15:15,2h 26m,1 stop,Eco,4.0,14022.14,1760
2311,Go Air,Bangalore,Mumbai,06/22/2025,16:00,1h 28m,1 Stop,economy,33.0,5786.56,840
2312,Spice Jet,Chenai,Delhi,01/20/2025,14:45,3h 35m,1 Stop,Business,4.0,38671.8,1760
2313,AirAsia,Bangalore,Delhi,06/10/2025,5:15,1h 34m,,Eco,17.0,12215.48,1740
2314,IndiGo,Chenai,Chennai,07/16/2025,3:00,2h 16m,,Eco,48.0,7049.61,1030
2315,IndiGo,Chenai,Cochin,06/05/2025,4:00,,,Business,25.0,10938.11,500
2316,AirAsia,delhi,Kolkata,10/13/2025,14:00,3h 8m,2+ stops,Business,53.0,22992.38,1300
2317,Air India,delhi,Bangalore,21/01/2025,0:00,1h 40m,2+ stops,Biz,40.0,41461.11,1740
2318,Vistara,Delhi,Cochin,11/02/2025,23:30,2h 9m,1 Stop,Eco,41.0,16534.44,2100
2319,AirAsia,Mumbai,HYDERABAD,05-Mar-2025,22:15,4h 55m,non-stop,Business,20.0,12335.84,620
2320,SpiceJet,Hyderabad,HYDERABAD,25/04/2025,6:15,2h 25m,1 stop,BUSINESS,51.0,20633.28,1030
2321,Spice Jet,Delhi,Chennai,2025-10-11,13:15,3h 25m,2 stops,Eco,50.0,11293.32,1760
2322,IndiGo,Kolkata,Delhi,2025-07-08,17:15,1h 25m,,economy,18.0,9272.91,1300
2323,Go Air,Chenai,Hyderabad,11/07/2025,1:00,3h 8m,1 Stop,Biz,54.0,10832.94,515
2324,Vistara,MUMBAI,Chennai,2025-06-18,16:15,1h 34m,2 stops,Business,52.0,23378.55,1030
2325,SpiceJet,Delhi,cochin,12-Aug-2025,16:15,2h 22m,2 stops,BUSINESS,23.0,44500.92,2100
2326,IndiGo,Chenai,cochin,2025-03-17,22:15,1h 6m,non-stop,Biz,9.0,10706.28,500
2327,AIR INDIA,Hyderabad,Mumbai,2025-05-14,15:15,2h 44m,,Economy,34.0,4796.63,620
2328,GoAir,Kolkata,Cochin,23-Jul-2025,21:45,1h 51m,Non Stop,Economy,9.0,13897.74,1900
2329,Go Air,Banglore,Chennai,2025-02-11,9:45,2h 30m,non-stop,Business,46.0,5381.05,290
2330,Vistara,Chennai,Bangalore,2025-11-09,10:15,3h 46m,1 Stop,Eco,21.0,2691.98,290
2331,Air India,Chennai,Mumbai,2025-07-02,23:30,1h 26m,Non Stop,economy,1.0,8034.93,1030
2332,IndiGo,Hyderabad,Chennai,11-Nov-2025,10:00,2h 42m,,Eco,,3551.41,515
2333,SpiceJet,delhi,Hyderabad,29/07/2025,14:00,4h 2m,1 Stop,Eco,46.0,8126.44,1260
2334,GoAir,Kolkata,Delhi,03/04/2025,17:45,1h 7m,2 stops,Economy,36.0,8336.07,1300
2335,IndiGo,Banglore,Delhi,02/06/2025,11:45,2h 58m,Non Stop,Economy,52.0,11647.12,1740
2336,AIR INDIA,Bangalore,cochin,2025-11-19,10:00,4h 37m,1 stop,economy,10.0,3351.33,360
2337,Vistara,Delhi,Cochin,26-Jan-2025,18:30,3h 21m,1 stop,economy,22.0,17908.93,2100
2338,Go Air,delhi,Kolkata,07/24/2025,7:45,2h 15m,,economy,,9471.92,1300
2339,indigo,Chenai,Delhi,2025-07-03,0:00,2h 0m,non-stop,Economy,58.0,11596.04,1760
2340,Vistara,MUMBAI,Mumbai,02/21/2025,1:00,2h 22m,1 stop,Economy,11.0,8669.33,1030
2341,AirAsia,Delhi,Kolkata,14-Aug-2025,21:45,2h 34m,1 stop,Eco,40.0,8350.66,1300
2342,AIR INDIA,delhi,Delhi,2025-10-27,1:15,3h 25m,1 Stop,BUSINESS,53.0,19936.74,1030
2343,IndiGo,Bangalore,Cochin,14/07/2025,15:00,1h 29m,1 stop,BUSINESS,48.0,7362.8,360
2344,IndiGo,Chennai,Kolkata,26/09/2025,12:15,0h 59m,2 stops,economy,12.0,9993.2,1360
2345,SpiceJet,Delhi,Kolkata,23-Apr-2025,3:00,1h 27m,1 stop,Business,53.0,25127.11,1300
2346,GoAir,Mumbai,Delhi,01/07/2025,11:30,3h 57m,,Biz,6.0,27710.88,1150
2347,AIR INDIA,Bangalore,Chennai,2025-05-31,11:30,3h 43m,,Biz,24.0,7349.54,290
2348,indigo,Bangalore,HYDERABAD,09-Oct-2025,15:00,1h 47m,,,24.0,3440.75,500
2349,Spice Jet,Chennai,cochin,07-Apr-2025,9:45,1h 55m,,Business,37.0,9780.57,500
2350,IndiGo,Hyderabad,Chennai,09/17/2025,5:15,2h 32m,,economy,49.0,3865.31,515
2351,indigo,Delhi,Hyderabad,15/05/2025,9:30,1h 43m,2 stops,economy,10.0,9956.37,1260
2352,GoAir,Kolkata,Delhi,10-Jun-2025,16:30,0h 36m,1 Stop,economy,,8213.5,1300
2353,AIR INDIA,Delhi,Bangalore,2025-03-22,0:00,2h 52m,2 stops,BUSINESS,43.0,39859.9,1740
2354,SpiceJet,Chenai,Cochin,2025-04-07,10:15,0h 42m,Non Stop,economy,7.0,3368.31,500
2355,IndiGo,Bangalore,Delhi,2025-03-27,23:45,1h 12m,2 stops,Business,48.0,,1740
2356,IndiGo,Bangalore,Mumbai,21/09/2025,2:45,2h 1m,Non Stop,Biz,6.0,18722.85,840
2357,AIR INDIA,Delhi,Cochin,19/05/2025,10:00,3h 36m,,Eco,19.0,15557.38,2100
2358,AirAsia,Kolkata,Mumbai,05/04/2025,14:00,3h 20m,,BUSINESS,29.0,32108.54,1650
2359,AirAsia,Chennai,Hyderabad,07/10/2025,0:15,2h 23m,,Biz,1.0,9866.33,515
2360,IndiGo,Delhi,Mumbai,08/08/2025,9:45,1h 28m,2 stops,Economy,53.0,8940.5,1150
2361,Go Air,delhi,Delhi,09/24/2025,5:00,1h 40m,non-stop,Economy,,6377.46,1030
2362,Spice Jet,MUMBAI,Delhi,17-Dec-2025,19:15,6h 36m,1 Stop,Business,44.0,22103.16,1150
2363,AirAsia,Chenai,Delhi,2025-01-21,9:30,1h 44m,non-stop,Eco,3.0,11787.97,1760
2364,indigo,Chennai,Hyderabad,2025-04-28,4:30,4h 54m,non-stop,economy,5.0,4168.0,515
2365,GoAir,MUMBAI,Delhi,22-Feb-2025,4:45,5h 31m,,economy,26.0,8229.96,1150
2366,AirAsia,Hyderabad,HYDERABAD,04/04/2025,23:00,1h 6m,Non Stop,Economy,39.0,6501.87,1030
2367,AIR INDIA,Chennai,cochin,12/08/2025,9:30,1h 40m,non-stop,Business,20.0,11961.77,500
2368,Air India,MUMBAI,Hyderabad,20/04/2025,4:45,1h 50m,2+ stops,Eco,3.0,6052.64,620
2369,Spice Jet,MUMBAI,Kolkata,13-Nov-2025,16:15,1h 42m,2 stops,BUSINESS,26.0,33964.02,1650
2370,Go Air,Chenai,cochin,11/09/2025,18:30,9h 47m,2 stops,economy,18.0,4538.0,500
2371,Spice Jet,delhi,HYDERABAD,08/11/2025,21:00,2h 4m,2+ stops,Eco,60.0,9824.77,1260
2372,Go Air,Kolkata,Cochin,18-Jan-2025,9:45,1h 8m,Non Stop,Business,18.0,38251.59,1900
2373,Go Air,Hyderabad,Chennai,04/26/2025,20:15,2h 55m,non-stop,Biz,23.0,9554.64,515
2374,Go Air,Hyderabad,Bangalore,03/29/2025,6:00,3h 2m,1 stop,Eco,6.0,3957.97,500
2375,AirAsia,Bangalore,cochin,11-Nov-2025,16:45,2h 46m,non-stop,Business,29.0,6758.19,360
2376,Vistara,Mumbai,Bangalore,2025-01-12,5:00,1h 51m,,Business,29.0,19621.58,840
2377,AIR INDIA,Mumbai,Bangalore,27-Jul-2025,18:45,1h 43m,Non Stop,Biz,17.0,17472.52,840
2378,SpiceJet,Mumbai,Bangalore,03/02/2025,7:45,7h 0m,1 Stop,Business,59.0,15564.48,840
2379,IndiGo,delhi,Mumbai,29/01/2025,13:45,5h 1m,,economy,16.0,9853.27,1150
2380,Air India,delhi,Bangalore,07/04/2025,12:00,4h 46m,1 stop,economy,26.0,14162.45,1740
2381,Go Air,Banglore,Mumbai,22/03/2025,0:30,2h 32m,1 stop,BUSINESS,6.0,14949.23,840
2382,indigo,delhi,Mumbai,12-Nov-2025,12:00,1h 30m,2+ stops,Business,19.0,28748.79,1150
2383,IndiGo,Banglore,Hyderabad,2025-12-21,6:30,3h 18m,,economy,47.0,4078.02,500
2384,AirAsia,Bangalore,Hyderabad,2025-07-13,0:00,2h 2m,1 Stop,Eco,42.0,3356.41,500
2385,Air India,Mumbai,Bangalore,04/30/2025,19:30,4h 35m,2 stops,Business,60.0,19280.79,840
2386,AirAsia,Chennai,Mumbai,2025-10-24,12:30,2h 6m,2+ stops,BUSINESS,49.0,18993.46,1030
2387,indigo,Hyderabad,cochin,2025-05-19,0:45,1h 15m,1 stop,Economy,53.0,4729.84,700
2388,SpiceJet,Mumbai,Chennai,20/10/2025,10:45,1h 29m,non-stop,Business,12.0,22404.54,1030
2389,Go Air,Banglore,Delhi,03/20/2025,8:15,2h 8m,1 Stop,Business,41.0,32106.69,1740
2390,GoAir,Delhi,Bangalore,17/11/2025,11:45,4h 37m,,Eco,21.0,10673.51,1740
2391,Air India,Chenai,cochin,2025-08-03,7:30,1h 30m,2+ stops,Economy,1.0,4718.81,500
2392,AirAsia,Hyderabad,Cochin,13/01/2025,8:30,1h 46m,2+ stops,economy,5.0,5405.09,700
2393,SpiceJet,Bangalore,Kolkata,02/09/2025,13:45,5h 12m,1 Stop,economy,55.0,10904.48,1560
2394,GoAir,Bangalore,Cochin,25/05/2025,12:30,2h 31m,non-stop,Biz,23.0,7201.52,360
2395,SpiceJet,Chennai,Kolkata,2025-11-01,16:45,4h 3m,1 Stop,BUSINESS,54.0,24736.03,1360
2396,AirAsia,Kolkata,Hyderabad,23/01/2025,13:00,2h 1m,1 Stop,Eco,54.0,7748.22,1190
2397,Air India,Delhi,Mumbai,11/02/2025,5:30,2h 2m,,BUSINESS,54.0,24414.71,1150
2398,indigo,Bangalore,Mumbai,09/15/2025,18:30,2h 32m,Non Stop,Economy,15.0,5941.91,840
2399,SpiceJet,Hyderabad,Delhi,24-Sep-2025,22:00,3h 13m,Non Stop,Business,2.0,27649.96,1260
2400,Spice Jet,Delhi,Mumbai,01/09/2025,12:00,1h 34m,1 stop,Eco,16.0,8263.59,1150
2401,GoAir,Chennai,cochin,01/03/2025,12:00,2h 32m,,Economy,26.0,3715.09,500
2402,GoAir,Hyderabad,Delhi,14-May-2025,4:00,2h 37m,non-stop,Economy,9.0,8707.48,1260
2403,IndiGo,Kolkata,Hyderabad,01/24/2025,21:15,1h 40m,2 stops,BUSINESS,32.0,24079.46,1190
2404,AirAsia,MUMBAI,Cochin,01/11/2025,19:00,3h 2m,,Eco,30.0,5651.48,860
2405,GoAir,Chenai,HYDERABAD,2025-10-22,21:00,1h 33m,1 Stop,economy,57.0,3443.78,515
2406,Vistara,Chennai,Mumbai,12/27/2025,6:45,2h 32m,2 stops,economy,42.0,8354.71,1030
2407,AIR INDIA,MUMBAI,Bangalore,02/27/2025,14:30,2h 18m,2 stops,Business,57.0,19847.77,840
2408,indigo,Bangalore,Mumbai,14-Jul-2025,20:30,1h 59m,non-stop,Economy,34.0,5961.89,840
2409,Vistara,Delhi,HYDERABAD,02-Nov-2025,12:45,4h 28m,Non Stop,Eco,11.0,10920.19,1260
2410,indigo,Kolkata,Hyderabad,05/15/2025,0:30,1h 31m,Non Stop,BUSINESS,21.0,24349.86,1190
2411,GoAir,Bangalore,Mumbai,2025-12-29,5:15,2h 11m,non-stop,economy,3.0,6336.36,840
2412,IndiGo,delhi,Chennai,09-Apr-2025,22:00,2h 12m,Non Stop,BUSINESS,6.0,38172.94,1760
2413,GoAir,Bangalore,Mumbai,2025-10-22,20:30,1h 36m,1 Stop,Biz,27.0,16579.95,840
2414,Vistara,Banglore,Bangalore,13/06/2025,18:15,2h 24m,1 stop,BUSINESS,60.0,22171.03,1030
2415,indigo,Chenai,Hyderabad,08/10/2025,2:45,0h 37m,2 stops,BUSINESS,29.0,,515
2416,AIR INDIA,Delhi,Cochin,30-Jan-2025,12:45,0h 57m,Non Stop,economy,7.0,16621.29,2100
2417,AIR INDIA,Kolkata,cochin,2025-05-11,3:30,1h 36m,2 stops,Economy,10.0,15812.36,1900
2418,Go Air,MUMBAI,Bangalore,07/30/2025,20:30,2h 37m,2+ stops,Biz,29.0,17412.45,840
2419,GoAir,Chenai,Delhi,12/05/2025,9:30,5h 8m,1 stop,Eco,25.0,12877.51,1760
2420,AIR INDIA,Banglore,Bangalore,28/05/2025,15:15,1h 51m,1 stop,Economy,33.0,7381.12,1030
2421,AIR INDIA,Mumbai,cochin,2025-12-03,11:45,2h 1m,non-stop,Business,16.0,18888.94,860
2422,SpiceJet,Mumbai,HYDERABAD,04/07/2025,12:45,3h 30m,Non Stop,Eco,8.0,4962.01,620
2423,IndiGo,MUMBAI,Delhi,08/07/2025,11:15,7h 13m,,Biz,44.0,24039.46,1150
2424,IndiGo,Delhi,HYDERABAD,11/15/2025,5:45,2h 12m,2+ stops,Economy,57.0,9103.11,1260
